Cluster 0:
previous equation,wrong equation,id,cluster
previous equation,wrong equation,id,cluster
ax - ( b + cx ) = aa,ax - b - cx = aa,557,29
ax - ( b + cx ) = aa,ax - b - cx = aa,829,29
ax - ( b + cx ) = aa,ax - b - cx = aa,830,29
ax - ( b + cx ) = aa,ax - b - cx = aa,831,29
ax + b - cx + d - ex - f = ax - bb,- ax - b = ax bb,1024,29


Cluster 30:
previous equation,wrong equation,id,cluster
- x = - aa + bb,- x = - aa + bb,562,30
- ax + bb = - aaa,- ax = - aaa + bb,972,30
- ax + bb = - aaa,- ax = - aaa + bb,973,30


Cluster 31:
previous equation,wrong equation,id,cluster
a - ( - b - cx - dd - ex ) = z,a + b + cx + dd + ex = z,567,31
a - ( - b - cx - dd - ex ) = z,a + b + cx + dd + ex = z,568,31
a - ( - b - cx - dd - ex ) = z,a + b + cx + dd + ex = z,569,31
a - ( - b - cx - dd - ex ) = z,a + b + cx + dd + ex = z,571,31
a - ( - b - cx - dd - ex ) = z,a + b + cx + dd + ex = z,575,31
( x + bb ) - ( - x - dd ) = z,x + x + cc + x + ee = z,675,31


Cluster 32:
previous equation,wrong equation,id,cluster
a - ( - b - cx - dd - ex ) = z,a + bx + cc + dx = z,570,32
( x + bb ) - ( - x - dd ) = z,x + bb + x + dd = z,673,32
( x + bb ) - ( - x - dd ) = z,x + bb + x + dd = z,674,32
( x + bb ) - ( - x - dd ) = z,x + bbx + x + dd = z,703,32
( x + bb ) - ( - x - dd ) = z,x + bb + x + dd = z,704,32


Cluster 33:
previous equation,wrong equation,id,cluster
ax + b - ( cx + d ) = - ( ax - b ) + ( - c - x ),ax + b - cx + d = ax + b - c + x,582,33
( aaax + bbb ) - ( ccc + dddx ) = ( ax + b ) - cx - ( - dd + eeex ),aaax + bbbx + cx - dddx = a + bb + ccc - ddd,762,33


Cluster 34:
previous equation,wrong equation,id,cluster
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - cc + ddx = - aa + bbx + ccx - dd,593,34
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - cc + ddx = - aa + bbx + ccx - dd,605,34
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - cc + ddx = ( - aa + bbx  ) + ccx - dd,678,34
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - cc + ddx = - aa + bbx + ccx - dd,679,34
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - cc + ddx = ( aa + bbx  ) - ( - ccx + dd  ),680,34
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - cc + ddx = aa + bbx - ( - ccx + dd  ),681,34


Cluster 35:
previous equation,wrong equation,id,cluster
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax - bb + ccx = - aa + bbx + ccx - dd,599,35
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bbbbx - cc = - aa + bbx + ccx - dd,606,35
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bbbbx - cc = - aa + bbx + ccx - dd,607,35
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bbbbx - cc = - aa + bbx + ccx - dd,608,35


Cluster 36:
previous equation,wrong equation,id,cluster
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),( aax + bb  ) - cc + ddx = ( - aa + bbx  ) - ( - ccx + dd  ),603,36
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - ccx + ddx = - aa + bbx - ( - ccx + dd  ),682,36
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - cc + ddx = - aa + bbx - ( - ccx + dd  ),683,36
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),aax + bb - cc + ddx = ( - aa + bbx  ) - ( - ccx + dd  ),684,36
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),( aax + bb  ) - cc + ddx = ( - aa + bbx  ) - ( - ccx + dd  ),685,36


Cluster 37:
previous equation,wrong equation,id,cluster
aa - ( - bb + cx ) = - ( ax + b ) - cc,aa + bb - cx = ax - bb - cc,647,37
aa - ( - bb + cx ) = - ( ax + b ) - cc,aa + bb - cx = ax - b - cc,648,37
aa - ( - bb + cx ) = - ( ax + b ) - cc,aa + ( bb - cx  ) = ax - b - cc,649,37
aax + bb = aax - bb,aax + bb - cc = aax - bb - cc,698,37
aax + bb = aax - bb,aax + bb - ccx = aax - bb - ccx,699,37


Cluster 38:
previous equation,wrong equation,id,cluster
aax + bb + ccx - dd = aax - bb - cx + d,- aa - bb + c = aax,662,38
ax - b = - x + bb,ax = - a - x + cc,1130,38
ax - b = - x + bb,ax = - a - x + cc,1131,38


Cluster 39:
previous equation,wrong equation,id,cluster
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = - ( aa ) / ( - bbx ),667,39
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = - ( aa ) / ( - bb ),668,39
( aax + bb ) - ( cc - ddx ) = ( - aa + bbx ) - ( - ccx + dd ),x = - ( aa ) / ( - bb ),672,39


Cluster 40:
previous equation,wrong equation,id,cluster
( x + b ) - ( - x - d ) = ax - ( bx + c ),x + b + x + d = ax - bx + c,676,40
( x + b ) - ( - x - d ) = ax - ( bx + c ),x + b + x + d = ax - bx + c,677,40
( x + b ) - ( - x - d ) = ax - ( bx + c ),x + b + x + d = ax - bx + c,686,40


Cluster 41:
previous equation,wrong equation,id,cluster
aax + bb = aax - bb,aax - bbx = - aa - bb,687,41
aax + bb = aax - bb,aax - bbx = - aa - bb,689,41
aax + bb = aax - bb,aax - bb = - aa - bb,694,41
aax + bb = aax - bb,aax - bbx = - aa - bb,695,41
ax - bb + c - dx = aa - bx,- a - bx = aa - bx,1054,41
ax - bb + c - dx = aa - bx,- a - bx = aa - bx,1055,41


Cluster 42:
previous equation,wrong equation,id,cluster
aax + bb = aax - bb,zx + z = aa + bbb,692,42
aax + bb = aax - bb,z + z = aax + bbb,693,42
ax + b = x + bb,ax + x = a + bb,764,42
ax + b = ax + bb,ax + bx = aa + b,773,42
ax + b = ax + bb,ax + bx = aa + b,774,42
ax + b = x + bb,ax + x = aa + b,816,42


Cluster 43:
previous equation,wrong equation,id,cluster
- x = aa,- x = aa * - b,717,43
- x = a - b,- x = a * - b,1164,43


Cluster 44:
previous equation,wrong equation,id,cluster
ax + b = ax + bb,ax + bx = - a + bb,803,44
ax - b = - x + bb,ax + x = - a + bb,1129,44


Cluster 45:
previous equation,wrong equation,id,cluster
( x + bb ) / ( cc ) = ( aa ) / ( bb ),x + ( bb ) / ( cc ) = a,840,45
x = aa * ( bx + c ) / ( d ),x = ( ax + b  ) / ( cc ),1063,45
( ax ) / ( bb ) = ( aax + bb ) / ( ccc ),ax = aax + ( bb ) / ( cc ),1067,45


Cluster 46:
previous equation,wrong equation,id,cluster
( - x + b ) / ( c ) = ( ax ) / ( bb ),aa * ( - x + c  ) = aax,992,46
( - x + b ) / ( c ) = ( ax ) / ( bb ),aa * ( - x + c  ) = aax,993,46


Cluster 47:
previous equation,wrong equation,id,cluster
( x - a ) / ( b ) + ( c - dx ) / ( f ) = ( a - x ) / ( b ),a * ( x - b ) / ( cc ) + dd * ( e - fx ) / ( gg ) = a - ( x ) / ( b ),1052,47
( x - a ) / ( b ) + ( c - dx ) / ( f ) = ( a - x ) / ( b ),a * ( x - b ) / ( cc ) + d * ( e - fx ) / ( gg ) = a - ( x ) / ( b ),1053,47


Cluster 48:
previous equation,wrong equation,id,cluster
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),( x - bb  ) / ( cc ) = - x + ( bb ) / ( cc ),1100,48
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),( x ) / ( bb ) - c = ( - x + bb  ) / ( cc ),1102,48
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),( x ) / ( bb ) - c = ( - x + bb  ) / ( cc ),1107,48
( x ) / ( bb ) - ( ccc ) / ( ddd ) = ( - x + bb ) / ( cc ),( x ) / ( bb ) - c = ( - x + bbb  ) / ( cc ),1117,48


Cluster 49:
previous equation,wrong equation,id,cluster
( - ax + bb ) / ( c ) = ( aaax ) / ( b ) + ( cx ) / ( dd ) - ( e ) / ( ff ),- ( ax ) / ( bb ) = ( aaax ) / ( b ) - ( c ) / ( dd ) + ( ex + ff ) / ( g ),1138,49
( a ) / ( b ) - cccc - ( dx ) / ( e ) = - a * ( - bb * c ) + x,- ( ax ) / ( bb ) = ( aaax ) / ( b ) - ( c ) / ( dd ) + ( ex + ff ) / ( g ),1139,49


